train_no,train_type,distance_km,departure_date,day_of_week,weather_condition,delay_minutes,is_delayed
11020,Express,1800,2025-12-05,Friday,Stormy,29,0
12423,Rajdhani,2100,2025-09-05,Friday,Clear,3,0
12423,Rajdhani,2100,2026-03-15,Sunday,Rainy,26,0
11020,Express,1800,2025-12-17,Wednesday,Clear,0,0
12004,Shatabdi,450,2025-11-12,Wednesday,Clear,4,0
12951,Rajdhani,1380,2026-02-10,Tuesday,Clear,6,0
22924,Superfast,1500,2026-02-13,Friday,Clear,11,0
12004,Shatabdi,450,2025-08-20,Wednesday,Clear,38,0
12004,Shatabdi,450,2026-02-16,Monday,Foggy,74,1
12004,Shatabdi,450,2025-07-15,Tuesday,Clear,14,0
12423,Rajdhani,2100,2026-01-30,Friday,Rainy,32,0
12423,Rajdhani,2100,2025-12-20,Saturday,Clear,11,0
12004,Shatabdi,450,2025-09-30,Tuesday,Rainy,13,0
12951,Rajdhani,1380,2026-04-10,Friday,Rainy,20,0
12951,Rajdhani,1380,2025-06-14,Saturday,Foggy,75,1
22924,Superfast,1500,2025-07-10,Thursday,Stormy,7,0
12423,Rajdhani,2100,2025-06-12,Thursday,Rainy,28,0
11020,Express,1800,2025-08-03,Sunday,Clear,4,0
22924,Superfast,1500,2025-07-19,Saturday,Clear,35,0
12951,Rajdhani,1380,2026-02-11,Wednesday,Clear,1,0
12423,Rajdhani,2100,2025-05-09,Friday,Foggy,38,0
22924,Superfast,1500,2025-09-10,Wednesday,Clear,3,0
11020,Express,1800,2026-01-23,Friday,Clear,50,0
12951,Rajdhani,1380,2025-12-28,Sunday,Stormy,2,0
11020,Express,1800,2025-09-20,Saturday,Clear,6,0
22924,Superfast,1500,2025-12-13,Saturday,Clear,24,0
12423,Rajdhani,2100,2025-09-24,Wednesday,Clear,5,0
22924,Superfast,1500,2025-12-07,Sunday,Clear,42,0
12951,Rajdhani,1380,2025-12-06,Saturday,Clear,8,0
12951,Rajdhani,1380,2026-01-23,Friday,Clear,5,0
12423,Rajdhani,2100,2025-06-28,Saturday,Clear,23,0
22924,Superfast,1500,2025-08-29,Friday,Clear,19,0
12004,Shatabdi,450,2026-02-25,Wednesday,Clear,2,0
12423,Rajdhani,2100,2025-09-23,Tuesday,Clear,2,0
22924,Superfast,1500,2025-07-29,Tuesday,Clear,6,0
11020,Express,1800,2025-09-11,Thursday,Rainy,40,0
12951,Rajdhani,1380,2025-09-21,Sunday,Clear,19,0
12423,Rajdhani,2100,2025-09-22,Monday,Rainy,32,0
12004,Shatabdi,450,2025-12-21,Sunday,Rainy,29,0
12423,Rajdhani,2100,2025-10-12,Sunday,Foggy,73,1
22924,Superfast,1500,2026-03-04,Wednesday,Clear,0,0
12423,Rajdhani,2100,2025-10-10,Friday,Foggy,52,0
11020,Express,1800,2025-08-07,Thursday,Foggy,84,1
22924,Superfast,1500,2025-05-18,Sunday,Clear,16,0
12004,Shatabdi,450,2026-01-25,Sunday,Clear,7,0
22924,Superfast,1500,2025-08-29,Friday,Foggy,112,1
12004,Shatabdi,450,2025-08-20,Wednesday,Rainy,26,0
11020,Express,1800,2025-11-21,Friday,Foggy,177,1
11020,Express,1800,2025-11-30,Sunday,Foggy,93,1
22924,Superfast,1500,2025-04-26,Saturday,Clear,4,0
11020,Express,1800,2026-04-13,Monday,Clear,1,0
11020,Express,1800,2025-06-09,Monday,Rainy,26,0
22924,Superfast,1500,2025-08-04,Monday,Clear,9,0
22924,Superfast,1500,2025-12-02,Tuesday,Clear,8,0
12423,Rajdhani,2100,2025-09-15,Monday,Clear,1,0
22924,Superfast,1500,2025-07-25,Friday,Clear,9,0
22924,Superfast,1500,2025-05-16,Friday,Rainy,25,0
12951,Rajdhani,1380,2025-09-12,Friday,Rainy,10,0
22924,Superfast,1500,2026-01-26,Monday,Foggy,137,1
12004,Shatabdi,450,2026-04-11,Saturday,Clear,15,0
12004,Shatabdi,450,2025-11-02,Sunday,Clear,9,0
22924,Superfast,1500,2026-03-28,Saturday,Rainy,52,0
12423,Rajdhani,2100,2025-08-18,Monday,Clear,9,0
22924,Superfast,1500,2025-09-30,Tuesday,Clear,40,0
12951,Rajdhani,1380,2025-06-15,Sunday,Clear,8,0
12004,Shatabdi,450,2025-07-15,Tuesday,Rainy,22,0
22924,Superfast,1500,2025-11-28,Friday,Clear,33,0
12004,Shatabdi,450,2026-01-19,Monday,Clear,2,0
12004,Shatabdi,450,2025-10-16,Thursday,Stormy,8,0
12004,Shatabdi,450,2026-03-27,Friday,Clear,11,0
12004,Shatabdi,450,2025-09-02,Tuesday,Clear,7,0
22924,Superfast,1500,2026-04-11,Saturday,Foggy,221,1
12423,Rajdhani,2100,2025-08-01,Friday,Rainy,19,0
12951,Rajdhani,1380,2025-09-18,Thursday,Clear,0,0
12951,Rajdhani,1380,2026-04-08,Wednesday,Clear,3,0
11020,Express,1800,2025-10-02,Thursday,Foggy,134,1
11020,Express,1800,2025-12-01,Monday,Clear,3,0
12423,Rajdhani,2100,2025-12-16,Tuesday,Clear,0,0
22924,Superfast,1500,2025-09-23,Tuesday,Clear,38,0
11020,Express,1800,2025-07-07,Monday,Rainy,80,1
12004,Shatabdi,450,2025-10-23,Thursday,Foggy,57,0
12004,Shatabdi,450,2025-10-03,Friday,Rainy,25,0
11020,Express,1800,2025-07-17,Thursday,Rainy,64,1
12004,Shatabdi,450,2026-04-01,Wednesday,Clear,3,0
12423,Rajdhani,2100,2025-11-07,Friday,Stormy,3,0
11020,Express,1800,2025-09-01,Monday,Stormy,61,1
22924,Superfast,1500,2026-02-16,Monday,Stormy,4,0
22924,Superfast,1500,2025-05-12,Monday,Clear,13,0
11020,Express,1800,2025-07-31,Thursday,Clear,14,0
12951,Rajdhani,1380,2025-09-28,Sunday,Rainy,23,0
22924,Superfast,1500,2026-01-23,Friday,Foggy,163,1
12004,Shatabdi,450,2025-12-31,Wednesday,Foggy,57,0
12423,Rajdhani,2100,2025-09-29,Monday,Clear,29,0
11020,Express,1800,2025-09-24,Wednesday,Rainy,126,1
22924,Superfast,1500,2025-07-01,Tuesday,Rainy,31,0
12423,Rajdhani,2100,2026-03-07,Saturday,Rainy,29,0
12004,Shatabdi,450,2025-10-24,Friday,Clear,0,0
12423,Rajdhani,2100,2025-07-07,Monday,Clear,7,0
22924,Superfast,1500,2025-06-08,Sunday,Rainy,39,0
12004,Shatabdi,450,2025-09-18,Thursday,Rainy,25,0
12423,Rajdhani,2100,2025-09-05,Friday,Rainy,13,0
12951,Rajdhani,1380,2025-04-26,Saturday,Rainy,27,0
12423,Rajdhani,2100,2025-11-05,Wednesday,Rainy,22,0
11020,Express,1800,2025-06-29,Sunday,Clear,3,0
11020,Express,1800,2026-02-03,Tuesday,Clear,8,0
11020,Express,1800,2025-06-22,Sunday,Foggy,133,1
22924,Superfast,1500,2026-01-12,Monday,Foggy,126,1
22924,Superfast,1500,2025-08-02,Saturday,Clear,10,0
12423,Rajdhani,2100,2025-05-22,Thursday,Clear,4,0
12951,Rajdhani,1380,2026-04-01,Wednesday,Clear,6,0
12423,Rajdhani,2100,2025-07-11,Friday,Clear,1,0
12004,Shatabdi,450,2026-02-21,Saturday,Foggy,65,1
22924,Superfast,1500,2025-11-20,Thursday,Rainy,39,0
12423,Rajdhani,2100,2025-06-28,Saturday,Clear,1,0
12951,Rajdhani,1380,2025-11-09,Sunday,Clear,8,0
12423,Rajdhani,2100,2025-11-22,Saturday,Rainy,16,0
22924,Superfast,1500,2025-05-11,Sunday,Clear,1,0
12423,Rajdhani,2100,2025-09-15,Monday,Clear,9,0
22924,Superfast,1500,2025-08-10,Sunday,Clear,3,0
11020,Express,1800,2025-09-18,Thursday,Clear,17,0
12004,Shatabdi,450,2025-12-25,Thursday,Clear,0,0
11020,Express,1800,2025-09-22,Monday,Clear,13,0
22924,Superfast,1500,2025-05-14,Wednesday,Clear,1,0
22924,Superfast,1500,2025-06-02,Monday,Rainy,25,0
11020,Express,1800,2026-02-06,Friday,Clear,8,0
11020,Express,1800,2026-03-03,Tuesday,Rainy,65,1
12423,Rajdhani,2100,2025-09-14,Sunday,Clear,10,0
12423,Rajdhani,2100,2026-03-25,Wednesday,Clear,2,0
22924,Superfast,1500,2025-07-17,Thursday,Foggy,97,1
12004,Shatabdi,450,2025-09-20,Saturday,Rainy,21,0
12423,Rajdhani,2100,2026-03-14,Saturday,Clear,7,0
12004,Shatabdi,450,2025-12-04,Thursday,Clear,5,0
12004,Shatabdi,450,2026-03-18,Wednesday,Clear,10,0
12951,Rajdhani,1380,2025-11-01,Saturday,Clear,5,0
12004,Shatabdi,450,2025-06-18,Wednesday,Foggy,55,0
12423,Rajdhani,2100,2025-05-18,Sunday,Stormy,13,0
11020,Express,1800,2025-12-23,Tuesday,Foggy,108,1
12423,Rajdhani,2100,2026-01-24,Saturday,Clear,8,0
12004,Shatabdi,450,2025-09-07,Sunday,Clear,12,0
11020,Express,1800,2025-12-12,Friday,Clear,4,0
22924,Superfast,1500,2025-06-18,Wednesday,Clear,19,0
11020,Express,1800,2025-12-16,Tuesday,Clear,8,0
12004,Shatabdi,450,2026-02-16,Monday,Clear,4,0
11020,Express,1800,2025-11-24,Monday,Clear,102,1
11020,Express,1800,2026-03-25,Wednesday,Rainy,14,0
11020,Express,1800,2026-04-13,Monday,Clear,4,0
12004,Shatabdi,450,2025-09-03,Wednesday,Clear,1,0
11020,Express,1800,2025-07-06,Sunday,Rainy,29,0
22924,Superfast,1500,2025-05-10,Saturday,Stormy,5,0
12951,Rajdhani,1380,2025-08-06,Wednesday,Clear,10,0
22924,Superfast,1500,2026-01-03,Saturday,Clear,28,0
12423,Rajdhani,2100,2025-10-01,Wednesday,Stormy,2,0
12004,Shatabdi,450,2025-05-23,Friday,Foggy,71,1
12423,Rajdhani,2100,2026-01-20,Tuesday,Clear,7,0
12004,Shatabdi,450,2025-04-26,Saturday,Clear,1,0
12423,Rajdhani,2100,2025-12-22,Monday,Rainy,21,0
22924,Superfast,1500,2025-09-25,Thursday,Foggy,148,1
12951,Rajdhani,1380,2025-06-30,Monday,Foggy,81,1
11020,Express,1800,2025-12-08,Monday,Foggy,165,1
22924,Superfast,1500,2025-08-30,Saturday,Rainy,8,0
11020,Express,1800,2025-10-03,Friday,Clear,10,0
12951,Rajdhani,1380,2025-12-26,Friday,Stormy,1,0
11020,Express,1800,2025-08-20,Wednesday,Clear,17,0
12951,Rajdhani,1380,2025-12-07,Sunday,Clear,7,0
22924,Superfast,1500,2025-05-27,Tuesday,Foggy,151,1
12004,Shatabdi,450,2025-10-01,Wednesday,Clear,7,0
11020,Express,1800,2025-08-21,Thursday,Stormy,44,0
11020,Express,1800,2025-07-18,Friday,Rainy,36,0
12951,Rajdhani,1380,2026-04-13,Monday,Clear,8,0
12004,Shatabdi,450,2026-01-23,Friday,Clear,0,0
22924,Superfast,1500,2026-03-08,Sunday,Clear,23,0
12004,Shatabdi,450,2025-10-11,Saturday,Rainy,11,0
22924,Superfast,1500,2026-01-23,Friday,Clear,27,0
22924,Superfast,1500,2025-07-20,Sunday,Clear,18,0
12004,Shatabdi,450,2025-09-03,Wednesday,Clear,4,0
12423,Rajdhani,2100,2025-07-14,Monday,Clear,1,0
11020,Express,1800,2025-10-26,Sunday,Rainy,28,0
12004,Shatabdi,450,2025-06-02,Monday,Clear,1,0
11020,Express,1800,2025-08-07,Thursday,Rainy,34,0
12423,Rajdhani,2100,2025-08-14,Thursday,Foggy,75,1
22924,Superfast,1500,2026-03-17,Tuesday,Foggy,121,1
22924,Superfast,1500,2025-11-07,Friday,Rainy,31,0
12004,Shatabdi,450,2025-06-04,Wednesday,Clear,3,0
12004,Shatabdi,450,2025-05-28,Wednesday,Foggy,73,1
12004,Shatabdi,450,2025-09-02,Tuesday,Clear,1,0
12423,Rajdhani,2100,2025-05-28,Wednesday,Rainy,30,0
12951,Rajdhani,1380,2025-06-21,Saturday,Stormy,0,0
12951,Rajdhani,1380,2026-01-22,Thursday,Clear,8,0
12004,Shatabdi,450,2025-07-22,Tuesday,Rainy,30,0
22924,Superfast,1500,2026-02-12,Thursday,Clear,11,0
12423,Rajdhani,2100,2025-04-26,Saturday,Clear,5,0
12951,Rajdhani,1380,2025-05-26,Monday,Foggy,59,0
22924,Superfast,1500,2025-11-24,Monday,Clear,9,0
11020,Express,1800,2026-01-27,Tuesday,Clear,34,0
12423,Rajdhani,2100,2025-07-28,Monday,Clear,0,0
22924,Superfast,1500,2026-02-05,Thursday,Clear,9,0
12004,Shatabdi,450,2026-03-11,Wednesday,Foggy,75,1
12951,Rajdhani,1380,2026-02-18,Wednesday,Stormy,5,0
11020,Express,1800,2026-02-12,Thursday,Clear,17,0
12423,Rajdhani,2100,2025-05-22,Thursday,Clear,9,0
12004,Shatabdi,450,2025-10-23,Thursday,Stormy,0,0
12951,Rajdhani,1380,2025-06-09,Monday,Rainy,38,0
11020,Express,1800,2025-11-11,Tuesday,Clear,31,0
12423,Rajdhani,2100,2025-07-18,Friday,Clear,16,0
12004,Shatabdi,450,2025-11-08,Saturday,Foggy,85,1
12423,Rajdhani,2100,2025-05-30,Friday,Clear,9,0
22924,Superfast,1500,2025-12-28,Sunday,Clear,2,0
22924,Superfast,1500,2025-05-01,Thursday,Clear,18,0
11020,Express,1800,2025-05-19,Monday,Rainy,42,0
11020,Express,1800,2025-08-30,Saturday,Clear,2,0
11020,Express,1800,2025-11-06,Thursday,Clear,23,0
12004,Shatabdi,450,2026-01-25,Sunday,Foggy,78,1
11020,Express,1800,2026-01-29,Thursday,Clear,2,0
12951,Rajdhani,1380,2025-10-24,Friday,Clear,7,0
12423,Rajdhani,2100,2025-06-01,Sunday,Clear,3,0
22924,Superfast,1500,2025-08-06,Wednesday,Rainy,37,0
12423,Rajdhani,2100,2025-08-08,Friday,Clear,18,0
12951,Rajdhani,1380,2026-03-21,Saturday,Clear,7,0
12423,Rajdhani,2100,2025-10-06,Monday,Clear,5,0
22924,Superfast,1500,2025-06-28,Saturday,Rainy,23,0
12951,Rajdhani,1380,2025-08-14,Thursday,Clear,10,0
12951,Rajdhani,1380,2025-07-31,Thursday,Rainy,35,0
12951,Rajdhani,1380,2026-02-03,Tuesday,Clear,0,0
12004,Shatabdi,450,2025-09-30,Tuesday,Rainy,34,0
12951,Rajdhani,1380,2025-06-13,Friday,Clear,1,0
22924,Superfast,1500,2025-07-17,Thursday,Clear,4,0
12423,Rajdhani,2100,2025-12-28,Sunday,Rainy,31,0
12423,Rajdhani,2100,2025-09-01,Monday,Clear,24,0
12004,Shatabdi,450,2026-03-29,Sunday,Clear,0,0
22924,Superfast,1500,2025-04-24,Thursday,Rainy,39,0
12951,Rajdhani,1380,2025-07-03,Thursday,Clear,11,0
12423,Rajdhani,2100,2025-05-17,Saturday,Clear,8,0
22924,Superfast,1500,2025-08-25,Monday,Clear,21,0
12004,Shatabdi,450,2025-08-26,Tuesday,Rainy,20,0
12423,Rajdhani,2100,2025-11-26,Wednesday,Clear,9,0
12423,Rajdhani,2100,2026-02-28,Saturday,Rainy,41,0
12004,Shatabdi,450,2025-10-21,Tuesday,Clear,2,0
22924,Superfast,1500,2025-08-18,Monday,Foggy,152,1
22924,Superfast,1500,2025-10-16,Thursday,Foggy,99,1
12423,Rajdhani,2100,2025-09-23,Tuesday,Clear,3,0
22924,Superfast,1500,2026-04-09,Thursday,Clear,27,0
12004,Shatabdi,450,2026-02-21,Saturday,Clear,3,0
12423,Rajdhani,2100,2025-06-16,Monday,Stormy,1,0
12423,Rajdhani,2100,2025-06-30,Monday,Clear,19,0
12423,Rajdhani,2100,2026-01-13,Tuesday,Clear,2,0
12423,Rajdhani,2100,2026-02-25,Wednesday,Clear,14,0
11020,Express,1800,2025-06-04,Wednesday,Rainy,48,0
12951,Rajdhani,1380,2026-04-02,Thursday,Rainy,37,0
22924,Superfast,1500,2025-11-19,Wednesday,Clear,34,0
12004,Shatabdi,450,2025-12-03,Wednesday,Clear,10,0
11020,Express,1800,2025-08-20,Wednesday,Stormy,14,0
11020,Express,1800,2025-11-06,Thursday,Foggy,117,1
22924,Superfast,1500,2025-10-22,Wednesday,Clear,4,0
22924,Superfast,1500,2025-08-05,Tuesday,Clear,32,0
12423,Rajdhani,2100,2026-02-24,Tuesday,Rainy,19,0
22924,Superfast,1500,2026-02-22,Sunday,Clear,23,0
12423,Rajdhani,2100,2026-02-11,Wednesday,Clear,2,0
12423,Rajdhani,2100,2025-05-10,Saturday,Clear,11,0
11020,Express,1800,2025-05-30,Friday,Foggy,120,1
12004,Shatabdi,450,2025-09-30,Tuesday,Clear,12,0
22924,Superfast,1500,2026-03-11,Wednesday,Stormy,8,0
12951,Rajdhani,1380,2025-11-18,Tuesday,Clear,5,0
12951,Rajdhani,1380,2025-07-06,Sunday,Clear,8,0
12951,Rajdhani,1380,2025-08-16,Saturday,Foggy,88,1
12004,Shatabdi,450,2025-08-29,Friday,Clear,0,0
12951,Rajdhani,1380,2025-08-23,Saturday,Stormy,2,0
12004,Shatabdi,450,2025-05-04,Sunday,Clear,17,0
12004,Shatabdi,450,2025-10-12,Sunday,Clear,2,0
12423,Rajdhani,2100,2025-12-09,Tuesday,Stormy,5,0
11020,Express,1800,2025-08-06,Wednesday,Clear,16,0
22924,Superfast,1500,2025-06-25,Wednesday,Foggy,175,1
12423,Rajdhani,2100,2025-08-22,Friday,Rainy,19,0
22924,Superfast,1500,2025-08-19,Tuesday,Clear,7,0
12951,Rajdhani,1380,2026-02-03,Tuesday,Foggy,85,1
22924,Superfast,1500,2025-11-08,Saturday,Foggy,172,1
11020,Express,1800,2025-09-17,Wednesday,Stormy,17,0
12004,Shatabdi,450,2025-05-16,Friday,Clear,6,0
12004,Shatabdi,450,2026-03-29,Sunday,Clear,28,0
12951,Rajdhani,1380,2025-12-06,Saturday,Clear,6,0
12951,Rajdhani,1380,2026-04-09,Thursday,Rainy,20,0
22924,Superfast,1500,2025-11-10,Monday,Clear,7,0
22924,Superfast,1500,2025-06-22,Sunday,Clear,32,0
22924,Superfast,1500,2025-05-18,Sunday,Rainy,39,0
12951,Rajdhani,1380,2025-10-01,Wednesday,Clear,3,0
12423,Rajdhani,2100,2026-01-12,Monday,Clear,11,0
12951,Rajdhani,1380,2025-12-30,Tuesday,Rainy,34,0
22924,Superfast,1500,2025-12-03,Wednesday,Clear,5,0
11020,Express,1800,2025-07-17,Thursday,Rainy,37,0
11020,Express,1800,2025-08-16,Saturday,Rainy,34,0
12951,Rajdhani,1380,2025-10-23,Thursday,Stormy,7,0
12423,Rajdhani,2100,2025-12-12,Friday,Clear,3,0
12423,Rajdhani,2100,2026-01-01,Thursday,Clear,39,0
12951,Rajdhani,1380,2026-04-12,Sunday,Clear,10,0
12423,Rajdhani,2100,2026-01-01,Thursday,Clear,10,0
12951,Rajdhani,1380,2025-12-16,Tuesday,Foggy,76,1
12423,Rajdhani,2100,2025-11-07,Friday,Clear,2,0
22924,Superfast,1500,2025-11-29,Saturday,Rainy,57,0
22924,Superfast,1500,2026-01-22,Thursday,Clear,38,0
22924,Superfast,1500,2026-01-30,Friday,Rainy,35,0
12951,Rajdhani,1380,2025-08-29,Friday,Clear,1,0
12423,Rajdhani,2100,2026-03-27,Friday,Clear,17,0
12951,Rajdhani,1380,2025-06-02,Monday,Foggy,69,1
12423,Rajdhani,2100,2025-07-26,Saturday,Clear,1,0
12423,Rajdhani,2100,2026-02-08,Sunday,Clear,18,0
11020,Express,1800,2025-07-06,Sunday,Stormy,21,0
11020,Express,1800,2026-03-22,Sunday,Rainy,44,0
12004,Shatabdi,450,2025-07-14,Monday,Foggy,68,1
11020,Express,1800,2025-12-29,Monday,Rainy,50,0
12951,Rajdhani,1380,2025-07-09,Wednesday,Clear,0,0
22924,Superfast,1500,2025-10-30,Thursday,Clear,34,0
12951,Rajdhani,1380,2025-10-06,Monday,Foggy,49,0
11020,Express,1800,2026-02-03,Tuesday,Foggy,101,1
12951,Rajdhani,1380,2025-10-03,Friday,Clear,10,0
11020,Express,1800,2026-03-07,Saturday,Rainy,55,0
12951,Rajdhani,1380,2025-05-06,Tuesday,Clear,31,0
12951,Rajdhani,1380,2025-05-10,Saturday,Clear,4,0
12951,Rajdhani,1380,2025-08-14,Thursday,Clear,17,0
22924,Superfast,1500,2025-11-05,Wednesday,Foggy,154,1
11020,Express,1800,2025-10-09,Thursday,Clear,14,0
12004,Shatabdi,450,2026-03-03,Tuesday,Rainy,44,0
12423,Rajdhani,2100,2025-04-17,Thursday,Rainy,16,0
22924,Superfast,1500,2025-05-25,Sunday,Rainy,86,1
12423,Rajdhani,2100,2025-10-03,Friday,Stormy,22,0
12423,Rajdhani,2100,2025-06-15,Sunday,Clear,9,0
12951,Rajdhani,1380,2025-12-22,Monday,Stormy,8,0
22924,Superfast,1500,2025-12-28,Sunday,Clear,37,0
11020,Express,1800,2026-01-09,Friday,Foggy,113,1
11020,Express,1800,2025-04-17,Thursday,Rainy,49,0
12951,Rajdhani,1380,2025-08-27,Wednesday,Clear,4,0
22924,Superfast,1500,2025-06-11,Wednesday,Rainy,58,0
11020,Express,1800,2025-12-06,Saturday,Rainy,22,0
12423,Rajdhani,2100,2026-02-24,Tuesday,Rainy,25,0
11020,Express,1800,2025-10-13,Monday,Clear,1,0
22924,Superfast,1500,2025-05-08,Thursday,Clear,12,0
11020,Express,1800,2025-07-30,Wednesday,Rainy,47,0
11020,Express,1800,2026-01-06,Tuesday,Clear,6,0
12004,Shatabdi,450,2025-11-13,Thursday,Clear,3,0
11020,Express,1800,2025-11-30,Sunday,Rainy,32,0
12423,Rajdhani,2100,2026-04-08,Wednesday,Foggy,82,1
12951,Rajdhani,1380,2025-05-14,Wednesday,Clear,0,0
11020,Express,1800,2026-03-18,Wednesday,Rainy,47,0
12423,Rajdhani,2100,2025-11-08,Saturday,Foggy,58,0
12004,Shatabdi,450,2026-04-08,Wednesday,Rainy,21,0
12951,Rajdhani,1380,2025-12-13,Saturday,Clear,7,0
12004,Shatabdi,450,2025-11-28,Friday,Clear,18,0
12951,Rajdhani,1380,2025-07-03,Thursday,Rainy,18,0
22924,Superfast,1500,2025-08-07,Thursday,Clear,33,0
12004,Shatabdi,450,2025-09-24,Wednesday,Foggy,68,1
12951,Rajdhani,1380,2026-03-22,Sunday,Stormy,2,0
12004,Shatabdi,450,2025-04-28,Monday,Clear,0,0
22924,Superfast,1500,2025-11-13,Thursday,Clear,3,0
12004,Shatabdi,450,2025-11-30,Sunday,Clear,2,0
11020,Express,1800,2026-01-18,Sunday,Clear,23,0
11020,Express,1800,2026-01-04,Sunday,Rainy,43,0
12423,Rajdhani,2100,2025-06-12,Thursday,Clear,3,0
12004,Shatabdi,450,2025-10-01,Wednesday,Clear,17,0
12951,Rajdhani,1380,2025-07-06,Sunday,Foggy,86,1
12951,Rajdhani,1380,2026-01-09,Friday,Rainy,32,0
12951,Rajdhani,1380,2026-01-25,Sunday,Clear,8,0
12951,Rajdhani,1380,2025-05-14,Wednesday,Clear,23,0
12951,Rajdhani,1380,2026-01-29,Thursday,Clear,3,0
11020,Express,1800,2025-08-17,Sunday,Clear,8,0
12004,Shatabdi,450,2025-06-21,Saturday,Clear,0,0
11020,Express,1800,2025-09-03,Wednesday,Rainy,42,0
12423,Rajdhani,2100,2025-04-19,Saturday,Foggy,47,0
22924,Superfast,1500,2025-05-01,Thursday,Clear,0,0
12423,Rajdhani,2100,2026-01-04,Sunday,Foggy,52,0
11020,Express,1800,2025-11-28,Friday,Clear,3,0
11020,Express,1800,2026-04-02,Thursday,Clear,21,0
22924,Superfast,1500,2026-02-23,Monday,Clear,12,0
11020,Express,1800,2025-09-11,Thursday,Clear,11,0
11020,Express,1800,2026-04-05,Sunday,Foggy,225,1
22924,Superfast,1500,2026-03-13,Friday,Stormy,29,0
11020,Express,1800,2026-02-16,Monday,Stormy,14,0
22924,Superfast,1500,2025-07-10,Thursday,Clear,5,0
12951,Rajdhani,1380,2025-12-22,Monday,Clear,3,0
22924,Superfast,1500,2025-04-26,Saturday,Clear,2,0
22924,Superfast,1500,2025-09-13,Saturday,Rainy,47,0
11020,Express,1800,2026-03-24,Tuesday,Foggy,143,1
12004,Shatabdi,450,2025-07-29,Tuesday,Stormy,2,0
12004,Shatabdi,450,2025-10-11,Saturday,Foggy,82,1
12423,Rajdhani,2100,2026-01-25,Sunday,Clear,0,0
11020,Express,1800,2025-04-19,Saturday,Clear,2,0
11020,Express,1800,2025-05-16,Friday,Rainy,50,0
12423,Rajdhani,2100,2025-09-18,Thursday,Foggy,68,1
12004,Shatabdi,450,2025-09-05,Friday,Clear,2,0
22924,Superfast,1500,2025-09-25,Thursday,Clear,8,0
12951,Rajdhani,1380,2026-03-06,Friday,Rainy,18,0
22924,Superfast,1500,2025-12-20,Saturday,Stormy,22,0
12004,Shatabdi,450,2025-08-24,Sunday,Clear,31,0
12004,Shatabdi,450,2025-08-19,Tuesday,Stormy,4,0
12951,Rajdhani,1380,2025-12-13,Saturday,Clear,0,0
22924,Superfast,1500,2026-03-12,Thursday,Clear,11,0
12423,Rajdhani,2100,2026-02-10,Tuesday,Clear,0,0
22924,Superfast,1500,2025-09-28,Sunday,Clear,34,0
22924,Superfast,1500,2026-04-07,Tuesday,Foggy,118,1
12951,Rajdhani,1380,2025-11-07,Friday,Clear,14,0
12423,Rajdhani,2100,2025-06-24,Tuesday,Foggy,79,1
12951,Rajdhani,1380,2026-02-19,Thursday,Clear,8,0
12423,Rajdhani,2100,2026-03-26,Thursday,Foggy,56,0
22924,Superfast,1500,2026-03-20,Friday,Rainy,38,0
12423,Rajdhani,2100,2026-01-24,Saturday,Clear,0,0
12423,Rajdhani,2100,2026-01-03,Saturday,Rainy,16,0
11020,Express,1800,2025-11-18,Tuesday,Stormy,0,0
12423,Rajdhani,2100,2025-12-07,Sunday,Clear,0,0
11020,Express,1800,2025-10-17,Friday,Clear,19,0
12004,Shatabdi,450,2025-04-21,Monday,Clear,11,0
12423,Rajdhani,2100,2025-12-14,Sunday,Clear,9,0
11020,Express,1800,2026-02-28,Saturday,Clear,44,0
12951,Rajdhani,1380,2026-02-13,Friday,Clear,14,0
22924,Superfast,1500,2025-09-13,Saturday,Foggy,132,1
11020,Express,1800,2025-08-18,Monday,Rainy,38,0
12423,Rajdhani,2100,2025-06-10,Tuesday,Clear,9,0
22924,Superfast,1500,2026-01-29,Thursday,Clear,2,0
12004,Shatabdi,450,2025-04-23,Wednesday,Foggy,62,1
11020,Express,1800,2025-07-04,Friday,Clear,2,0
11020,Express,1800,2025-11-05,Wednesday,Foggy,160,1
22924,Superfast,1500,2025-06-06,Friday,Clear,9,0
12004,Shatabdi,450,2026-03-23,Monday,Stormy,22,0
12004,Shatabdi,450,2025-04-23,Wednesday,Clear,15,0
12423,Rajdhani,2100,2025-12-22,Monday,Clear,19,0
12951,Rajdhani,1380,2025-09-28,Sunday,Clear,1,0
11020,Express,1800,2026-02-22,Sunday,Clear,4,0
22924,Superfast,1500,2025-08-25,Monday,Rainy,50,0
11020,Express,1800,2025-07-09,Wednesday,Clear,0,0
11020,Express,1800,2025-06-03,Tuesday,Clear,6,0
12951,Rajdhani,1380,2025-11-17,Monday,Rainy,12,0
11020,Express,1800,2025-12-03,Wednesday,Clear,32,0
12423,Rajdhani,2100,2025-12-12,Friday,Clear,3,0
22924,Superfast,1500,2025-10-24,Friday,Clear,0,0
22924,Superfast,1500,2025-11-28,Friday,Foggy,168,1
12423,Rajdhani,2100,2025-11-23,Sunday,Clear,1,0
12423,Rajdhani,2100,2025-10-27,Monday,Clear,5,0
12004,Shatabdi,450,2025-11-07,Friday,Foggy,69,1
22924,Superfast,1500,2025-04-21,Monday,Clear,3,0
12423,Rajdhani,2100,2025-11-17,Monday,Clear,1,0
